User_Name,User_Location,Stars,Entry_Date,Entry_Quote,Entry_Content
RLT-Traveller,London,1,09/21/2014,Don't bother unless you have a US credit card.,"I really wanted to hire a bike and ride around the city and enjoy the beautiful Sunday weather. Unfortunately, none of my UK or Australian credit or debit cards were accepted. I expect this is because of the chip and PIN functionality that most cards (outside the US) now have. I tried it with a swipe-only pre-paid card I had from Aus, that was accepted by the 'dip' machine, but the transaction still failed, likely because I couldn't put in a US postcode.Would have been fun, shame it wasn't designed with travellers in mind!I called their help desk, they confirmed it wasn't a fault with the station, they said 'yes overseas cards work' but they didn't realise that most overseas cards now have chip and PIN. If you have an old swipe-only card maybe it would work.Very disappointing!Also strange how it said $7 on the sign, but when you start with the machine transaction it straight away becomes $14."
Millie R,"Fremantle, Western Australia, Australia",4,09/20/2014,Convenient and fun,A bit expensive at $7 an hr with a hefty fine for using it over half an hr but very convenient with spots all over the city. It was a bit hard to get the lock sorted but once we were off and rolling very convenient 
phloxMaryland,,4,09/18/2014,A beautiful hour along the lakeshore path,"I approached my Chicago biking experience with a plan - bike as far as I could along the lakefront without over doing it. I rented a bike a few blocks West of the lake and biked in the bike lane on Illinois avenue until the lane ended and I had to become one with the traffic - a tad daunting for a tourist, but I managed. It also took me awhile to locate the lake front bike path from Navy Pier, but once found, I had a great ride to Lincoln Park and back in just over an hour. I have no idea what the charge for this might have been, but it was worth it. A beautiful day and a beautiful fellow tourist to help me re-dock the bike at the end of the ride. I overshot the curb cut at one point by a few feet due to pedestrian traffic and my idea to lift the bike over a curb was met with a surprise - these bikes weigh a ton! Lifting it even six inches was a mighty feat. Also, some of the ""flipping"" around I do on my bike at home to change directions from a resting point is not going to happen with these heavy 3-speed jobs. Not sure I would trust the availability, reliability and/or speed of these bikes to deliver me from Spot A to Spot B, but a loose, casual goal for one was a beautiful way to spend an hour with the rest of humanity on a lakeside Saturday and I am grateful these bikes were available for that purpose. It would have taken me 3 hours to walk the same distance/see those same sights, so that is a deal almost any way you slice it."
Joe K,,3,09/17/2014,Nice if they all worked,"7 dollars for 24 hrs with 30 min is deff a great deal. I would recommend using the app with GPS to plan your routes as well as identifying back up stations.Some things I ran into in my one day rental.Not all stations are functioningStation which simply wouldn't take my CC to to get a new code (the station was full of bikes so that should of been a hint)Calling the operator to ask if they can generate a new code with my CC was also not an option so I had to walk 4 blocks to find another station. Station had broken bike returns , the bikes simply wouldn't lock when trying to return , so I had to find another station to return then walk back 6 blocks. On the bright side I was able to explore the city and ride down lake shore all for 7 bucks.  "
ilive4sun,"Cleveland, Ohio",2,09/16/2014,"Nice idea, but not for us as tourists","What confusion! Thank goodness there's someone who works for the company at each kiosk we went to, because it was confusing to sign up the first time, it was really confusing to figure out where the next kiosk was located (we did the app, but the map didn't say, for instance, that you had to go under a bridge and over to get to the kiosk...it just showed a dot on a map. 30 minutes is WAY too short a time period to get to the next kiosk!! Plus, do out-of-towners a favor and put some markings on the pavement or put up signs leading to your kiosks! Other people on Divvy bikes were asking US where to find the next stop, and we were no help.Also, we are tall, and the bike was uncomfortable for my 6'4"" husband. You can raise the seat, but not the handlebars, so his neck hurt after about 40 minutes. As other reviews have mentioned, it would be easier to just rent a bike for how ever many hours you wanted and ride up and down the lakeshore. That part was awesome...can't wait to do it again. Just not on a Divvy bike."
SavvyTrvl,"Chicago, IL",5,09/16/2014,Divvy Bikes: An Affordable and a Convenient Way to See the City!,"For travelers and locals alike, Divvy bikes are a great alternative to urban transportation. The bikes are very good, reliable and user friendly for non-bikers. I have been using Divvy bikes as a quick way to get around the city for two months now and have felt very safe and comfortable riding through downtown Chicago. Because the bike stands are a place to park it is a very easy way to travel short distances using bike lanes or along Lake Shore Drive!"
noxiousburrito,"Ann Arbor, Michigan",3,09/15/2014,Dangerous Fun on Chicago's Streets,"My husband and I are avid city bikers, we live in a college town and bike everywhere. We never biked in Chicago, but were excited for the challenge and decided to rent the Divvy Bikes on a recent excursion. We used them for multiple purposes on our trip everything from leisure to actual transportation between places. Overall I enjoyed the ability to be able to bike, and not rely solely on cabs, and trains for getting around. Pro: Relatively cheap, $7 for a 24 hour passPro: Biking is FunPro: Take advantage of the bike paths along the lake shorePro: Cool basket like space on front of bike for carrying itemsPro: Big tires, allows ability to go on and off of curbs with easeCon: Once you get too far West Divvy check in points are sparseCon: Having to check in every 30 minutesCon: Check in & check out doesn't always go smoothlyCon: Brakes are crapCon: Downtown, Mag Mile - You better be ready to ride in the streetCon: Cab drivers & bus drivers tailgate you, and don't careCon: Super heavy, too heavy to carry up stairs for instance"
Greg K,"Wixom, Michigan",2,09/02/2014,Labor Day in Chicago,"What a great idea but some execution issues. Trouble with getting bikes out and with 6 people, once the last bike was out, the first person had to restart to keep the 30 minute window moving. Maybe a 1 hour window would be smarter. So many miles of trails and the views along Lake Michigan made the ride a great experience. If we were to do this again we would probably look to rent bikes for the day or a set time and not worry about the every 30 minute restart. Overall a good idea but needs to be better executed."
Gredgeman,"Springfield, Missouri",4,08/23/2014,Nice way to see the Lakeside attractions,"I really like the convenience of this. 30 minutes per use, I wish I could
have opted for 1 hour at a time. Overall I went everywhere I wanted to go with time to spare, once I downloaded the app it was even easier."
savvytraveller2014,"Dorset, United Kingdom",2,08/15/2014,good in theory,Loved the idea and the cost but when we went to hire the bikes one stand was empty and then found that we could only hire two bikes with each card. However when we tried our amex card it did not work. Not sure if this is just because we are from the UK. Met others who had not understood the need to return the bikes to a stand in 30 mins and feel sure that they will end up with a big bill.
MS03t1,"Cedar Rapids, Iowa",4,08/13/2014,Fun Fun Fun,"This the second time we have rented the Divvy Bikes. Always fun to ride along Lake Michigan and around Michigan Ave. Price is right as long as you watch your time and checks bikes back in when due. Only complaint is that you can only check out two bikes at a time and you can only use a credit card once. That is difficult when you have more than 4 in your family. Plus the machine is sensitive at reading the cards and sometimes lines are long so that just holds things up. With all that being said it is still worth it. I would recommend biking on a Sunday morning when there are no crowds, sail boats are out on the lake and it is serene. "
Errbear,"Golden, Colorado",4,08/13/2014,Very good when it is working,"This is a cool idea for getting around the downtown area and other areas close by. We rode around a lot over 6 days for relatively cheap. The idea is that you can rent a bike for 24 hours for $14. You pay the one time fee with a credit card and it gives you a code to enter on the bike dock. This unlocks the bike and off you go. The pros - cheap, many locations all over, an app that is supposedly great for locating bike stations (we were having personal app issues). Cons - you have to ""return"" your bike every 30 mins in order to avoid overage charges (you can do this as many times as you want within your 24 hour rental period), you then ""re-rent"" your bike and get a new code to unlock the bike (you must insert your original credit card so that they know you are the right person). You have to find a docking station where you are before the end of your 30 minutes - there are a lot but not always right in front of you when you need them and having to look at the website on your phone is not necessarily convenient, not all the docking spots work - sometimes you get a new code to rent the bike and it won't unlock (you have to make sure beforehand that the light on the dock is yellow). Sometimes it won't even let you return the bike because the docking space is not working. Then you have to either find another location and/or call the number listed on the machine. Sometimes the credit card reader is not working so you have to find another location - this happened several times for us and it was very frustrating. We called the number listed and they apologized and said they were having issues and added more time on our account for the trouble. All in al, I liked this idea and if everything had been working we would have rated it an excellent. Since there were issues I gave it only a Very Good. "
Hayley P,"Elkhart, Indiana, United States",2,08/12/2014,Had to walk,"We have risen the bikes before on our last trip to Chicago and it worked well the one day we used them so we used them again but after docking to get a new code, it wouldn't accept our card or the people behind us in line. So we called to see if they could give us a code because we had paid for it and the lady said they weren't able to give us a free code but my husband explained we have already purchased it, it's not free? She said there's nothing I can do you will have to walk to a different rental....frustrated as we have paid and can't use it, walked to the next one and there weren't bikes, finally we found one. Obviously frustrated that we paid to ride and she couldn't give us a code and instead were told to walk until we found one which defeats the purpose."
Sean W,"Traverse City, Michigan",1,08/04/2014,Awful,"My family and I wanted to rent bikes to rife around Millennium and Grant Parks. The first station we tried none of our credit or debit cards would take and it was the same for every body else to. The next station we tried it was the same and people couldn't return their bikes so most of them had to pay an extra $7.00 for another half-hour of riding they spent trying to contact the company. I don't suggest renting bikes from Divvy and would never do it again, very disappointing."
rnewsome75,"Memphis, Tennessee",2,07/29/2014,I Love to Hate It...,"The Chicago Divvy bike system is a fantastic idea--in theory. You buy a 24 hour pass for $7. You get a code from the kiosk, enter the code into the bike rack, then remove your bike--in theory. Then, you can ride for 30 minutes before returning it to a station, where you return it to the rack, dip your credit card into the kiosk for a new code, then remove your new bike from the rack--in theory. Unfortunately, the kiosks are bogged down, the bike racks don't always lock and recognize a return, the lines for the kiosks are long and more often than not, the racks are either all full or empty, so you have to go to another station. We spent an entire day using Divvy and called customer service 5 times to fix code issues or to issue new codes because the bike racks didn't recognize our return. I LOVE the idea, but won't use it again until they get some kinks worked out."
Mommyof4greatkids,"Ooltewah, Tennessee",3,07/29/2014,"Ok, BUT","The bikes were good, loved riding them, but be aware....we had to go to 4 stations to finally rent one and the directions it hives you yo get to close by stations are not clear to someone unfamiliar to the area. The fact that to avoid extra cost you have to return the bike every 30 min. Isn't great for the visitor who isn't familiar with the area either. We were afraid to go too far away from the stalls for fear of not being able to find a place to exchange bikes. We lived riding along the lake, but next time I would rent from elsewhere."
Carlos B,"Austin, Texas",3,07/23/2014,Really frustrating machines!!,"I was in Chicago for a long weekend, the concept is extremely good. The system worked good for the first day but the second day it seemed as if we had been ""black listed"" for using them too much the day before hahaha... Using the same credit card and same stations to get bikes, and none worked to get us on the bikes. It is definitely the way to get around in the city but if it does not work, its really frustrating!! I would recommended with the clear understanding that the readers seem to be the issue, and because I am a cyclist. I love it when I see tons of people using bikes as a mode of transportation. If I am in Chicago or a city with similar kind of bikes I will choose them over cars but hopefully this companies listen to us (customers) and try to fix these issues."
BeccaMoreno,"Dallas, Texas",4,07/22/2014,Divvy made it easy to get around town without a car,"My husband and I used the Divvy rental bikes to get around town on a couple of occasions. Someone told us that Divvy is fairly new to Chicago, so not all the stations seemed ready. For example, our Google Maps mobile app said there was a station in a particular location, but someone told us that this location was still under construction. Something nice is that there is a map of nearby locations at each station, including a circle showing how far a 5-minute walk would be.The bikes are really heavy (probably because of the technology needed for the rental), so it made it a little difficult to ride and make tight turns. Overall, we had a blast using the bikes. We rode up the Lakefront Path, which is a must-do when visiting Chicago. We used the bikes to go to Rib Fest and do some sight seeing. Divvy made an already walkable city (no hills!) even easier to navigate!"
nancy K,"Chicago, Illinois",2,07/21/2014,Better Customer Satisfaction Desperately NEEDED,"Apparently we have been using the DIVVY Bikes (Blue Bikes) all around the downtown Chicago area to get around. There is a convenience and pleasure to having access to these bikes in a lot of locations. There is also a lot of room for improvement for the bike user. During the month of July, we have encountered these problems along with others encountering the same problems. First you get only 30 minutes from point A to point B, to find another DIVVY bike stand. This does not give you enough time to unload your bike, especially if you are new to the DIVVY and have to locate a drop off. 30 minutes about time you are on your bike and headed out you will lose at least 5 mins. If you are with a few people, they too have to check out and if there is a line of people, which we have encountered at various locations, your time is ticking aways. Then when you get to another location and there is a line you have to wait to checkout another bike. The screens you have to go through are numerous and confusing especially to tourists and foreigners, they don't have a zip code or a easy phone number, along with reading all the acceptances you have to accept from 1 screen to another and there have been a few occasions credit cards work at one location and don't at the next, along with have to pay more than $7 if you go over the 30 minute check in, which adds up quickly. We got to the point where we avoided checking in because to check out again and wait in the line of people who don't understand the lengthy checkout process, gets frustrating. Also, after a month of these encounters, we walked to 2 locations in 1 day to find no bikes in the racks to be checked out. Talk about being stranded in a city! Too expensive, not enough time to ride should be 1 hour from point A to B, stock the bikes and make the screen more customer friendly for everyone to use!"
Carleton_Alumna,"Minneapolis, Minnesota",4,07/20/2014,Excellent way to see the city,"The way it works... Go to a station, and $7 gives you a ""day pass."" However note that in order to make sure that people return bikes, and there's always a supply, they limit you to 30 minutes in any one stint before they start adding extra usage fees. You can trade in and out as much you want for the day, as long as each trade is 30 minutes or less. Our observation is that there were always enough bikes, but because the check-out process at the station is a little long, you can end up spending too much time in line waiting for people to get checked out. I think I would just incur the usage fees in the future to avoid the lines (the usage fees start small and then escalate at over an hour). They have an app where you can see the tons of different Divvy stations.We were there on a busy, gorgeous Saturday and rented our first bike at Millenium Park and traveled to Navy Pier and then up the lake shore up to Briar Theater to see Blue Man Group for a total of around 5 miles with one trade in the middle. Note that if it's a weekend, and you think it will be gorgeous to go to the lake shore, so will everyone else. Factor a fun, but pretty slow ride into your calculations. Also make sure you're pretty comfortable riding a bike in general - there are lots of pedestrians and bikers to navigate, and presumably you won't be wearing a helmet. Overall, we had a blast and would definitely recommend this as a way to navigate the city."
Jrmmb,,1,07/18/2014,Deceptive advertising,"We rented 4 bikes in the along lake Shore Drive"" while we all read the directions it was not clear you could only ride 30 minutes. the pass said for all day, it was a 24 hour pass after all. Riding from Millenium to North beach then back to the planetarium with a lunch stop costs us $180. For the use of four bikes. Needless to say I could have bought a bike for what the rentals cost. What a rip off to our guests and travelers from out of town. I will never use these bikes again."
DecloGuy,,5,07/15/2014,Made my Trip!,"I was in Chicago for a total of 18 hours, when I had two hours to kill between meetings I rented a Divvy Bike and was very glad that I did. I was able to see a lot of Chicago in a very short time. Chicago is also a bike friendly city."
handydixon,"Castle Rock, Colorado",5,07/14/2014,Love!,"Saved SO much $$! Got in some exercise, had a blast. Downloaded the app to my phone for a general idea of where I was. Loved that I could park, shop/sightsee & then pick up another bike. Great idea!"
Shea_Chicago,"Chicago, Illinois",4,07/11/2014,Great concept but broken machines,"I love and hate the divvy bikes. There were stations near almost everything that I wanted to go to and it was much more fun than walking or driving. I would never take this if I had a set time that I wanted to be somewhere, but it was ok for the weekend, which is what I was using it for. However, the stations almost never worked. Spanish seemed to work more often than us than English. The process of renting needs to be made faster, and they should put more than one machine at the more popular stops. Once they work out the issues, I will use the bikes all the time."
Rick G,"San Antonio, Texas",4,07/11/2014,Family Vacation with 2 Families,"Two families with 5 kids ranging from 10 years to 15 years of age. We had a blase riding bikes along Lakeshore Blvd for 2 days. Rode up to Lincoln Park zoo and further north and then down south to the Field Musuem and Shedds Aquarium.Would have like to have rode down to the Science and Engineering museum, but due to events in that area at that time, we were not able.I will list the Pros and Cons below;Pros - can be a low cost. Easy to ride, plenty of bikes and station to pick up and turn in bikes. Can adjust seat heights and riding along Lakeshore Blvd was very scenic and fun. After the 1st day I figures out to ride the bikes for about 30 to 60 minutes and then dock bikes. Checking out bikes was easy if card machine is working. We were able to rent the bikes for about 15 dollars a day if checking in as required. Cons - You can only ride for about 30 minutes or you will inccur overtime charges. Overtime charges are not that bad for 30-60 minutes or even up to 90 minutes, but anytime after that can be expensive. You have to dock you bikes and then you can check them out again. But if you were like us with 8 bikes, you might come up to a station that does not have 8 docking stations ( so then what do you do - you want to turn in your bike but no places to dock so you end up going to another docking station). Next you have to charge the bike on a credit card and only two bike per credit card max. If you were like me with 4 then I had to use two credit cards. At times the machine would not read one of my credit cards so I had to use my friends credit card to obtain the bike. You have to make sure when you dock your bike that you make sure the light turns green or your bike will not be docked and you could inccur high charges. If you keep the bike 24 hours without docking then the cost can be as high as $100 plus. Last day we rode up to the Shedds aquarium and was hoping to ride back once musuem closed, but when we went to the bike station, all the bikes where checked out. Would not recommend riding bikes in the city as a little to dangerous."
lesjorgie,"Washington DC, District of Columbia",4,07/10/2014,Wonderful Way to Enjoy an Afternoon,"I'm familiar with this bike model as they are popping up all over the country including my hometown of Washington DC. I rode around town with my sister, from the Magnificent Mile to Lincoln Park to go to the zoo. Chicago is incredible accessible for bikers, and it seemed that the Divvy Bikes were being used a lot. I would definitely recommend picking up a good map from a tourist location to ensure you have a map of bike lanes and paths to make it easier on you."
Mark B,"Warren, Michigan",4,07/07/2014,GREAT CONCEPT!! Needs some refining,"On a weekend trip to Chicago this summer, we discovered Divvy bikes. The regular cost is $7 for 24 hours (a HUGE bargain!) but was on sale this weekend for $5! We were excited to rent bikes for our group (7 of us) and ride around town. our first experience was a bad one, unfortunately. You can only rent two bikes per credit/debit card, which we think is really dumb and inconvenient. Some of the bikes would not ""unlock"" from the station (it is self-serv), so, in a nutshell, after over an hour, we could not rent the bikes (and had paid some $35 on various credit cards.) Apparently , the problem had been with that particular bike station (there was MANY, MANY many of these staions around town.) We tried to get bikes (under the same rentals) at a different time and station, and all worked fine. Riding around town was a fantastic experience (as are the bike lanes) and we learned so much in doing so. This is an incredible concept and bargain, but you need to work out the kinks!! Allow as many bikes per card as you want AND have a way of knowing whether the bike/station is functioning properly before you insert money and attempt rental. GOOD IDEA!!"
Carlyn S,,1,07/05/2014,Bad service and kinks need worked out. ,"4th of July worked ok. However 5th of July we only got to use the service once in the morning to bike to adler planetarium. Which would have been great but the adler station wasn't working and we had to ride our bikes a 1/2 mile to the field museum and walk back the half of mile. When we tried to use them in the afternoon, the machines were down again and we walked to 5 different stations to find a guy taking the bikes because the station was full. However we could not get any bikes and we left to walk all of millennium park and Michigan ave. The guy from Divvy said that we could call the 800# which I already did. Customer service is in Canada and was no help at all. They said a tech would be out in an hour. Whoever runs the DC bikes has it all figured out. I would not recommend for convenience."
Kim T,"Washington DC, District of Columbia",5,07/02/2014,A great way around Chicago,"It used to be expensive to tour a far-away city by bike; I did so for much of a day for $7, the cost of a day pass to the system (after which all trips under 30 minutes are free...if you want to go farther just check a bike in at a station partway along your route, then check it right back out again!).This all works better in Chicago, where topography is rarely a problem, than a hillier city. [The climate runs to extremes that make choosing good weather essential...]Helmets are recommended but not required (awfully good idea, though)."
James M,Southeast WI,5,07/02/2014,Perfect Way to get around Chicago,"The divvy bike stations are an absolute must when you feel the need to visit many spots and not walk it all or drive and pay the parking...there are plenty of stations and lots of convenience to the system...even when we had an issue with using our credit card at a station, they gave us a code for a reduced rate when we did find a station."
Katherine S,,1,07/02/2014,Terrible Customer Service,"Very Disappointed, I rented two bikes from the museum campus and rode them to Navy Pier. Once I made it to that terminal, the station was down and a tech was there to fix the issue. However, I was informed by the workers I can leave the bikes with them and they will text the Supervisor the code on the bikes to let them know we were on time to avoid extra fees. Now my issue is the next day I was charged extra fees so I called customer service and explained my situation. The First rep “Your case will be escalated and someone will contact you within 24 hours. Never got a call back The Second Rep I explained my situation again. I even ask did the previous rep leave notes she stated “NO” and insured me she noted everything plus she will give me a call back the next day if no one has contacted me back. Never got a call back The Third time I call I spoke with a supervisor (which probably was not) I explained myself again, why because there were no notes and this person said he will refund the fees. I emailed customer service got the same response.  “Thank you for contacting us. Your case has been escalated and is currently being reviewed. We need more time to obtain more information about the station involved. We will be contacting you soon about the status of the refund request. Thank you”I called again spoke with another rep I explained the situation once more. At first he could not find my information, and then he said the last time I rode was in 2012 which is very funny because Divvy just had a one year anniversary. Now the first and second rep I spoke with stated they are not authorized to issue refunds, however, the last rep said he issued a refund (I don’t believe that either). Ok so no one leaves notes nor did the Supervisor issue a refund. Basically when a bike station is down no one reports the issue?Divvy Customer Service is horrible…"
JoeBlackOld,"Chicago, Illinois",4,07/01/2014,used CHI Bikes app to navigate next station,"I work in the Loop and commute via Metra. My wife and I took the BNSF Saturday morning express to the Loop, hop on a Divvy around Union Station, and do our relays to lakefront, museum campus, and Cermak Chinatown. CHI Bikes app is helpful in determining what station to go next. We will do six to ten Divvy relays before catching later afternoon BNSF express back to the western 'burb.Divvy can do a better job in providing a more detailed downtown Chicago station map. The one I found on the website only covered North Ave to Museum campus. There is only one station on the Lakeshore Drive side of Grand Park, can use couple more to be tourists friendly.There are a lot more designated bike lanes compared to five years ago, but in some places the bike lane is not in a continuous stretch. In the absence of bike lane such as a crossing a narrow bridge overpass, sometimes we opted to ride on the sidewalk rather than competing with cars and CTA buses. Overall, my wife and I enjoyed Saturday biking around Chicago lakefront. We plan do couple more bike outings in the coming months: far-north route to 4800 north / Lawrence; and far-south route to Hyde Park UC/Museum of S&I."
TR182Flyer,"San Jose, California",5,06/30/2014,Incredibly convenien,"I had never tried these bike rental kiosks before, but I decided to give it a try rather than taking cabs and the L around the city. Boy, was I surprised!The commute from the Loop down to Mc Cormick would have been $5 each way on the electric train, probably $20 for a cab and simply too far to walk (3 miles?). By bike it was an easy 10 minute trip while you rode along the banks of Lake Michigan. It was spectacular and such a great way to get some modest exercise while enjoying the glorious Spring weather.I also used Divvy to try out a great Indian restaurant across town and to later rent a car at Union Station. It was just to convenient and affordable, I just couldn't believe it. If you're tired of staring out of car windows or noisy trains, give these Divvy bikes a try. You just may change the way you get around downtown Chicago forever!"
Marsha B,,5,06/22/2014,Best way to see Chicago!,"I cannot say enough good things about this service! My husband I were visiting our daughter and we were able to bike to Pilsen, Wicker Park, Navy Pier and all along the lakefront. Yes, the 30 minute time limit is a drawback, however the docking stations are plentiful and the Divvy app is invaluable for locating the closest stations! BYOH-bring your own helmut!"
Jem714,"Chicago, Illinois",5,06/16/2014,Divvy is awesome BUT... what you need to know before you rent,"Before we get a summer full of tourists reviews about how frustrating Divvy is and how the 30 minute time limit is too short, I thought I'd be a helpful Chicagoan and give some background and tips.First, Divvy was never meant to be a service for tourists to ride up and down the lakefront all day. Divvy is essentially for what is referred to as ""the last mile"". For example, my dentist is a mile from the brown line stop so I can walk 20 minutes or I can jump on Divvy. Many Chicagoans also commute on them (if their office is a ways from Union Station for example). Personally, I ride it the roughly 3 miles into downtown from home and back which saves me a crowded train ride and cuts my commute by 20 minutes. So there's some background.If Divvy can also provide a fun and interesting way to see the city for tourists, that is just an added benefit. When I see comments complaining about the 30 minute limit and saying that ""what people use Divvy for is to see the lakefront"" I suspect the commenter is not familiar with urban areas and does not understand the service.So how and why can you use Divvy on a trip to Chicago?1. you're in a small group (< 4). Most Divvy stations rarely have 4+ bikes available. Why? Because bikes come and go and people are jumping from one place to the other.2. you're comfortable on a bike. Divvy bikes are heavy...so that people don't steal them and because they were never meant to be used to toodle around the lakefront for hours. I run marathons and it took me a week of commuting for my quads not to burn. Also, Chicago drivers are getting better but they still tend to speed around cyclists and not look before opening doors.3. you understand the system. $7 for 24 hrs does NOT mean you get the bike for 24 hrs. Divvy doesn't want bikes out of the system for 24 hrs. Also, they don't want you locking them up (or potentially getting them stolen). Re-dock the bike and get a new one when you need it. (Yes, I understand the lines can be long and check in is a process. Because the system is aimed towards annual members who can grab a bike and go that last mile...)4. you've downloaded an app to find stations and available bikes. Divvy doesn't have an app but they do share data freely so many apps are available by developers using the data. This will allow you to plot out where you're going and ensure there are bikes and/or free docks. If you don't know what an app is, I definitely don't recommend that you Divvy =)If you're in a sizeable group and/or want to ride around the lakefront all day, parking it, picnicking, visiting the zoo, etc, rent an actual bike. I don't know the services' names but I'm certain there is at least one on Navy Pier and area bike shops likely do the same."
BostonVagabond,Boston,4,06/16/2014,Poor kiosk format,"Bikes are what they are, locations are good but the format at the kiosk is very poor for day passes. A group of us (6) would spend 10-20 minutes at each kiosk trying to get it to accept credit cards. Had to call them to get overages waived due to full or inoperable locking stations. Need to work out kinks to make more user friendly for tourists. Would rent bike with lock next time if same format at kiosk Great city though!"
Kristina G,"Oklahoma City, Oklahoma",3,06/11/2014,Divvy- A little frustrating,"Great idea for active people like me and my husband, but they need to work out a few kinks. During our initial rental, the transaction did not go through so we had to call the hotline to get it sorted out. Also, the 30 minute time limit is a bit stressful especially when the drop off area is full and you have to find another (which happened to us and a few other people at the Navy Pier location). I loved the app that helped find the drop off locations. It was very easy to use and helpful."
jo6688,"Storrs, Connecticut",5,06/08/2014,Great way to see a lot of the city,"Rented Divvy bikes when I was visiting friends who live in Chicago. In just a couple hours, we were able to see most of the sites in the Loop, down to Navy Pier, and around Museum Campus. I was shocked at how much I could see in such a short time. You definitely get a different view of the city riding down the streets than you would riding the L or sitting in the backseat of a cab. There are quite a few apps to help you find local stations, just make sure your phone doesn't run out of battery! It also helped that my friends, the locals, knew where docking stations were. Customer service isn't great, but if you can't dock your bike for some reason, they can extend you another 15 minutes. There are a LOT of stations around, so the next one is usually only 5 minute walk away.Most of the city is pretty flat so it was a very easy ride, especially for me and I am quite out of shape and don't do any regular exercise. This was definitely a fun experience and I'd absolutely recommend it to anyone. I hope other cities I visit have similar programs!"
BikegoddessJulie,"Chicago, Illinois",4,06/05/2014,Bike around Chicago and see so much,"I am from Chicago and a member of the Divvy program which is run the same way as the Capital Bikes program in D.C. along with some other city bike programs.Things to know:*You can buy a 24 hour or 3 day pass*This pass is good for unlimited use in that time frame however, you must re-dock your bike every 30 minutes in order to not be charged excess usage fees*You swipe a credit card to get started following the onscreen instructions*You will receive a 5 digit code which you can use to unlock any of the bikes at the station*Be aware that if a bike needs servicing, the seat may be turned around to show that it should not be selected or the red light will be lit so you cannot un-dock it*I suggest you set your seat height, numbered for future rental use, and any bags in the open sided basket before you enter the code to remove the bike*To remove the bike you may have to lift the rear of the bike to angle it out of its dock*Get on, make sure the bike work, watch for traffic and roll*Re-dock your bike, go back to the kiosk and re-swipe your credit card to get a new release code to take a bike back out. The wait time to re-dock and get a new bike is about 30 seconds I believe. Use the same credit cardI highly recommend you download the free app CycleFinder which will show you the location of other docks and offers a timer. There are 3000 Divvy's and about 300 stations mostly in the Loop, Near north, north and near west sides of the city. There are some south in Pilsen and Hyde Park as well. It’s a great way to roll around Chicago, however you need to be certain you stay on streets and not end up on Lake Shore Drive. Rules of the road apply and you should not ride on Michigan Ave. as well as a safety precaution. Be smart, there are plenty of bike lanes and easier streets to ride to get to where you need to go. Do not leave your bike unattended as you are responsible for it. Be courteous when you ride and do not run over pedestrians, they have the right of way over cyclists. Have fun and be safe!If you are a cyclist and interested in riding with others, please check out ChicagoCyclingClub.Org for scheduled free rides in and around Chicago"
indythad,"Indianapolis, Indiana",3,06/04/2014,"She's a beast, I call her Divvy","Cool concept. Gave it a whirl with mixed results. 24 hour pass, but you only get the bikes for 30 minute segments. If you want to joyride, find a real rental place. If you want to get around town and not hoof it, this will do the trick. 30 minutes isn't a lot of time to gain a real long distance unless you are on Lakeshore trail. A bike map of Chicago would have been helpful. Dearborn goes one way north with a dedicated SAFE bike lane. I would guess there is a south bound as well. The bike is a BEAST. Heavy and not great for weaving in and out of large crowds. Found it much more enjoyable early in the AM with no one around. These stations are all around, and some are staffed with employees to help. Some of the bikes I had trouble adjusting the seat. They are rentals, and as Seinfeld said, ""give me the insurance because I am going to beat the h#ll out of this"". I liked it, wife did not if that helps."
Choolwhip,"Iowa City, Iowa",4,05/29/2014,Great way to see the city!,"Instead of driving or taking a 45 minute cab ride 6 miles to Wrigleyville, we decided on the Divvy bikes. It was a beautiful day and the perfect idea! The only downside to the rental is the 30 minute time limit. If you don't dock the bike within 30 minutes and get a new code, then you get charged an extra $2.00. It can be tricky to find a Divvy bike station."
JustHavingFun11,"Sarasota, Florida",4,05/29/2014,Once you check em out it's great,"we had some difficulties checking the bikes out because of the computer, but after that it was GREAT! We used the bikes (on and off) for the whole day and we loved it. The bikes are good for adults and older teens if you stick to the bike paths. "
Ronald W,"Chicago, Illinois",5,05/28/2014,"Great Transportation option, great bargain - $7 for 24 hours (remember to return it to a station every 30 minutes.)","I am not a visitor so I was not at a busy site. There was a little bit of learning the first time I used it and it was dark adding to my confusion. Once I I got the hang of it it was great. I picked up a bike when I got off the subway at the Illinois Center, dropped the bike off a work. At lunch ran an errand to a book store - dropped the bike off 2 blocks away and then found a divvy next to the store. Rode back to the Illinois center to renew my driver's license. Rode back to work. then rode back to the El when the day was over.It looks like they are expanding the system. More bikes are at the Divvy locations near me - looks like it is doubled. One hang up was when there was someone video taping the system and I had to shoo her away so I could get a bike. I had no trouble with my credit cards but it is good to know about the 2 bike limit per card. I am planning to buy the 1 year membership for $75. Sounds like a good deal. I can use it everyday to ride from El to work.One concern - you need to bring your own helmet."
