User_Name,User_Location,Stars,Entry_Date,Entry_Quote,Entry_Content
okaka211,"Palm Beach Gardens, Florida",1,07/08/2016,STAY AWAY FROM CITI BIKE!!!,"BE PREPARED TO PAY EXTRA FEE!! Their app won't show that the docking station are not function in the map and charged you for overtime fee for the time you spent in docking the bike and searching for the nearby available spots!! Even you called the customer service, their representative have the worst attitude ever and are not helping at all!! The second thing is, even we received the text message stating that we docked our bike (and within 30 min) they still charged us for overtime fee. After calling the customer service, their response is that in their system its overdue by an hour!!! Won't use citi bike ever again in NYC."
Crista Z,,5,07/06/2016,Perfect way to get around the city quickly!,"My 13-year old and I picked up, rode, and dropped off bikes all over Manhattan and Brooklyn. Except for one bike that had a noisy fender, each bike ran smoothly and safely. DEFINITELY recommend for tourists who want quick and efficient transportation between activities."
Pawelp7,"Austin, Texas",5,07/04/2016,Let you see NYC from a totally new perspective ,Citi bike is an awesome way to see some hidden and less obvious attractions of NYC. If you're keen to sightsee actively this cultural-ruch city - it's a must do!The infrastructure od the bikes worked smooth - 12$ per day keeping each ride to max 30min. We loved it!
Brad H,"Bellingham, United States",5,07/03/2016,Manhattan via Citi Bikes,"My 24 year old daughter and I spent three days running around Manhattan doing several touristy things which included renting Citi Bikes. We rode the paved West and East Greenway trails, rode around Central Park, and utilized the dedicated bike lanes in the city. At the end of our trip we compared notes and we both agreed utilizing the Citi Bike app and bike system was our favorite part of our NY experience. "
JOENYC1000,"New York City, New York",5,06/23/2016,Not really designed for tourists,As a resident and user of citibike. Tourists are usually better off using one of the bike hire companies if you want a bike for a for than an hour. Remember you only get 30 mins before you have to dock the citi bike then wait a couple of minutes before you can ride again. Plus extra fees for going over the 30 min add up fast! You can use them just be aware of the extra hassle you will have over regular users with a year membership. We just turn up and go with our bike key for instance. They are designed to take a lot of abuse /use so are heavy 45lb and have 3 hub gears for a reason ! You do get a fair amount of exercise though riding one for 45mins + . The daily / hourly hire bikes are a lot lighter.
TravelJunkie6420,"New York City, New York",4,06/23/2016,So much more than just means of transportation,"I've been riding Citi Bike's for over a year now. I suffer from panic disorder and no longer ride the subway since it's a trigger for an attack. Faced with very little options for getting to and from work, Citi Bikes literally saves my sanity and bank account. If it wasn't for this nifty and healthy way of getting around, I'd be left broke and feeling helpless. I almost always find a bike and if I don't, there are several stations within walking distance that I can get one. My only wish is that they'd release lighter feeling bikes. The ones we have now are a bit clunky, but aside from that, they're great!"
amiemadd,"Woodside, New York",5,06/23/2016,"wear a helmet and yield to trucks, seriously","I commute to work on citibike, It solves everything!  Lose weight, enjoy fresh air, lower carbon footprint, focus mind!"
C8810CAmaryd,"Littleton, Colorado",5,06/12/2016,Fun and economical way to sightsee in Manhattan!,"On a whim, after being too tired to walk but not wanting to take the subway, we decided to try out the Citi Bikes and are SO glad we did! They are heavy, but probably for good reason to deter thieves; they only have 3 gears, but it's really all that's needed to get around the city for sightseeing purposes. We went all the way up to almost 60th from clear down near Wall Street. We happily pedaled past all the people stuck on West Side Highway in the traffic as we went up the bike path. We took our bikes across on 20th and it was wonderful to have the dedicated bike lane along that beautiful residential street of brownstones. It was easy to pull up the map of different bike stations. We docked our bikes for dinner and then after seeing a movie, went in search of more bikes to head back to our hotel way up on 57th street. It was cool to be able to access another set of bikes within the 24 hour period. We really enjoyed being on the bikes - and agree with other reviews about the usefulness of this transportation mode - you can really whip around the city at a clip which outdoes the subway, cab and own personal car."
Karim A,,5,05/17/2016,Visit Manhattan using Citi Bikes,"The concept comes from my home town's Bixi bikes. Manhattan being a relatively small island, you can visit many areas in a single day. I did the entire lower side (59th all the way south to Soho, The Village, West in Hell's Kitchen, the East side, Union Square, the University area, etc.). And biking alongside the river is such a pleasure. Stopping by in parcs, coffee shops, boutiques, terrasses, etc."
martianwalrus,"New York City, New York",4,05/04/2016,How to see the Big Apple above ground,"If you want to really get a good look at NYC without taking one of those awful double decker bus rides or spending your time underground or paying too much for a taxi, why not try Citibike? This is a really easy way to get from attraction to attraction, or just take a spin, for not very much money. I live here and I own my own bike, but I still use Citibike on occasion, especially for longer distances or when I'm going to Brooklyn or Queens. I'll take a subway for the long distance and then a Citibike for local connections. Try it out!"
AndreasNYC,"New York, NY",5,05/03/2016,Citi Bike is a great way to get around NYC!,Bring a helmet and get around town fast and drop off your bike near your destination for the next person to use! This has revolutionized my transportation! It is especially good for riding across town or diagonally in Manhattan where there are no subways. It's also great to use along with subways to get closer to where you need to go and to get there faster!
Great1MSG,,5,05/01/2016,I love Citi Bike,"It's has greatly improved the ability to get around the city in a timely, cost-efficient way. Citi Bike is the best way to commit to healthy, active lifestyle at a fraction of the cost of joining a gym. Highly recommended!"
Sara K,"Lymington, United Kingdom",5,04/27/2016,Great way to visit Central Park,"The two of us hired Citi bikes to ride around Central Park and loved the experience. We were used to hiring bikes in other cities so knew the system, even though the handlebars can be heavy but such an excellent way to see a new place and very good value. We had a particularly sunny day in Central Park which made the experience that more pleasurable and we just had to remember not to get in the way of the horse drawn carriages, runners and skaters. Definitely the best way to see the Park!"
Radik K,"New York City, New York, USA",5,04/22/2016,"Gets you where you want to go, and cuts through traffic!","Citibike is great because it's all over the city and can easily be used to get almost anywhere you need to go with CitiBike stations. The bikes are reliable and easily cut through traffic and congestion that Public Transportation is normally susceptible too. It's great for a run to the store, or a ride home after spending time with friends and exploring the city. Sometimes it's hard to find free bikes or free stations to park them at but not bad."
Kafpro,"New York, New York, United States",5,04/19/2016,USE IT ALL THE TIME,"Commute. Run short errands. Most of the time bikes are available. I've had two bikes stolen, even though I locked them up. Citi Bike solves that problem for commuting and shopping. Orientation on the seat is good. Upright seating gives high visibility to see cars and for them to see you. The bikes are heavy, but stable. Better for transportation than exercise, but useful for sightseeing. Highly recommended way to experience New York City and its neighborhoods."
Rob435808,"New York City, New York",5,04/19/2016,Indispensable part of NYC's transit system,"CitiBike is a blast. Getting around New York is about picking the right tool for the job. Virtually any trip of less than twenty or thirty blocks is done better, faster, and cheaper on a CitiBike. I just wish they had more stations and more availability."
Jenny R,"Melbourne, Australia",5,04/17/2016,fantastic day - thanks Citi Bikes,"Our plan for the day was to go over to the 89th Street Community Garden on the Hudson to see a tulip festival and then hire citibike bikes and go for a bike ride along the Hudson River, around Battery Park and then a little way up the East River to Manhattan Bridge and up and over that to Brooklyn for a view back over to Manhattan and a pizza at Juliana's.....when I woke up I thought 'maybe I should just go for a walk in Central Park'...but then I thought 'go on the bike ride, it's something you haven't done..it's always been too cold on previous trips'...so I put the coffee on now and I should be OK....if it not great fun we can just go down the Hudson, dock the bikes earlier than planned and head to Central Park on foot!But....we made it...all the way...by the time we got to the bikes at 79th, I'd psyched myself into thinking we'd just ride down the Greenway on the Hudson and get to Battery Park and that would be enough. But nope, all the way....just goes to show what no prep except for walking about 15,000 steps a day for almost 3 weeks and a carb breakfast of fruit and bagel and two cups of coffee can do. Oh I did have half a very sweet protein bar at the bottom of Manhattan Bridge too...We started riding at 75th ish, loved seeing everyone out and about, including volunteers working on plantings and children playing ball and parents having a great time playing tiggy with their children (even if they did look like they were huffing and puffing a bit). We got to 41st in the first half hour, the bike docking station was full, but there was a Citibike employee there who helped enormously. So then we got to Chambers and West and swapped again. That was a fast ride too, no stopping for photos because we'd walked those two parts of length the Greenway last year in Winter and taken squillions of photos of the art and the remnants of the piers and the views, and because I have probably already taken enough photos of trees in bloom and daffodils and tulips and hyacinths. The next part of the ride was slower, gorgeous park land, I think on the river side of Brookfield Place...not quite sure; could have been Robert F Wagner Jnr Park. A few photos there. Another reason we didn't take heaps of photos is we'd been on the AIANY boat ride around the whole island the other day and I'd taken squillions of photos of the views then. When we got to Battery Park and we decided we could make it all the way, so we swapped bikes at the East side of that Park. We are going to the Statue of Liberty and Ellis Island on Monday, so we'll be back there then and that's when I will take more photos of trees in bloom and daffodils and tulips and hyacinths. The last bike swap was at Forsyth and Canal. Then we went up and over the Manhattan Bridge, wow - so much better than Brooklyn Bridge. The cyclists and pedestrians are on paths on two different sides of the bridge (mostly) and the path is wide and the incline not too steep. No photos, I wanted to get over without stopping just to prove I could. And I could. We parked the last of the five bikes we each hired at the river end of Parke's Camdan Plaza Park, walked around the corner past the huge line at Grimaldis, got in the short line at Juliana's and was in there 5 minutes.In all it took a little over 2 hours. (It would take much longer to ride it if you stopped for photos..if you want to do this to take photos...I would walk it. There are a gazillion photo opportunities.) The bike docking stations were easy to find...I'd mapped stations on the Greenway and elsewhere so we didn't need to ride in traffic at all. The 30 minute time limit thing without paying extra worked fine. The paths are wide, lines are marked to clearly divide the oncoming bikes from each other, and sometimes the pedestrians and the cyclists. It was a bit of a free for all around a pretty ugly area of construction near the South St Seaport, but mostly it was very easy, very attractive and great. We loved it: 10/10 to Citibikes."
pauli B,"Philadelphia, Pennsylvania",4,04/08/2016,Pretty cool idea!,"We were on a 2 night family trip to NYC, trying to squeeze a bunch of fun in to a limited amount of time. The weather was nice, so we were in Central Park for a bit. My son (13) and I rented two bikes from the CitiBike stand at the top of the park. We road the entire length (mostly downhill) of the park and really enjoyed it. Unfortunately, there wasn't a drop off bike rack at the bottom of the park, which is our bad for not sorting that out first. And our phones weren't working right, so we struggled with the app. BUT we were able to get the bikes into a drop off rack about 1/2 way up the park within in the 2nd half hour, so all was good. So you pay $10 for the day (24-hour period). The first 30 minutes are included. The next (and subsequent) 30 minutes cost only $4, so that's pretty affordable. If you're slick (and it's completely legal), you ride for 29 minutes and drop the bike off. Wait a minute or two, and check it back out for the next 29 minutes, which might be free. The trick, though, is knowing where the racks are (and there's an app, we just had cell phone issues). Seems like commuters use the bikes within the city, as we saw the racks at subway/transportation centers. And your $10 means you can hop on/off a bike throughout that day. We didn't take advantage of that, but $14 for an hour seemed pretty affordable for NYC. And it was perfect for the park! Bikes were adult size, so not suitable for little kids. Also no helmets. But all good. Oh with a cute bell on each bike!"
BeerVenturer,"Amherst, Massachusetts, United States",5,04/02/2016,Great concept!,"Citi Bikes are everywhere! I'm a regular cyclist (mountain and road) and don't really like urban riding. And always wear a helmet... Last visit to NYC rented and Citi Bike and road from Battery Park along West Side bike trail to George Washington Bridge. Good trail, fairly busy so you need to stay on your toes... If you plan on using these bikes (which I'll do again) and you value your health, bring a helmet! And they're EVERYWHERE!!"
Mrzlaratte,,1,03/31/2016,HORRIBLE! Extra charges and awful customer service. ,"The idea of bike rental in NYC is pretty great, however, the whole docking the bike every 30 minutes is very difficult. The second you take a bike out, it feels like you need to be thinking about the next docking station. Many times, stations would be full of bikes but none were available for rental. At one point, we walked around for about 45 minutes looking for a station with bikes we could take out, which defeated the purpose of having them. The $200 hold for about a week is just ridiculous.. Not even a hotel or resort charges such a hold for so long. I dealt with it tho, because I was told about it before renting so I knew what I was getting myself into. THE WORST PART IS, that a week after we rented the bikes, and extra charge of $184 was charged to my card. Apparently, one of my bikes ""wasn't returned and someone found it the next day"", which is clearly a lie because I returned both bikes at the same time. I can't begin to describe the frustration I felt when I saw this. The customer service representative was EXTREMELY RUDE and basically said ""it is what it is, nothing can be done"". How convinient for them to say that my bike was found the next day without any proof. They can essentially say what they want and charge you whatever they can get away with. STAY AWAY! I am currently dealing with this charge directly with my bank and will never rent Citi Bike again. "
RosannaDe,"Cleveland, Ohio",1,03/30/2016,Awful! Don't do it ,Very misleading and frustrating approach to renting a bike. It takes longer to figure out the next docking station than to rent the bike. The process is easy but what they DON'T tell you is that they will take $110 per bike for 3-5 days (I have seen up to 10 days) as a hold for renting the bike. Here's to hoping they get this right within 3-5 days or they will be hearing from me daily! 
ToppieUSA,"New York City, New York",4,01/13/2016,"Citi Bike, getting better every day!","I have been a Citi Bike member since its inception. While I liked it from the beginning, I must say they have improved hugely over the last year: there are many more stations, the app is more reliable, the docking stations function better, the bikes are maintained pretty well, and the customer service is fine (the best thing: I don't need them that often anymore...). The re-balancing could be further improved, though. Also, for visitors the 30 minute ride limit is very short. Especially because they typically don't know the city that well and need a bit more time to find out where the docking stations are. Maybe introduce a ""premium"" short rental option: a bit more expensive, but with a 15 minute ride extension? Apart from this, Citi Bike is moving into the right direction. Keep on biking, a great way to move from A to B and to explore the city!"
Elena C,,4,12/25/2015,NOT FOR TOURIST SIGHSEEING,This is a service for locals and commuters as you rent for 30 minutes at a time. Keep the bike for longer and you will start paying fees. If you are a well organised tourist it is a good way to circumnavigate manhattan. Download the Bike Me App and not the NYC Bikes app.
Ian G,,1,12/23/2015,Unlawful holding of deposit?,"We had a few issues with the Citi bike system consistent with what others are saying. We will not use it again.1. The 30 min check in and check out is very restrictive for tourists. Suggest Citi bike make this to 45 mins standard especially for areas like jersey city where there are not many stations, as it's difficult to get between stations in 30 mins. 2. When purchasing the hire, clearly indicate on the screen that you will hold from my bank account a $101 deposit per bike for 10 days (as we were told by customer service - it's in the fine print of the terms & conditions) very sneaky. That's my money you are holding to use as you wish. Unlawful?3.not very clear instructions on how to reset the bike after 30 mins. By chance we found by inserting the credit card each time we could continue our journey. 4. The lock system failed at one stop on one bike. We got it to work 2 mins after the 30 mins time slot expired. When tried to continue the system would only allow 2 of the 3 bikes to work. After 20 min phone call with cust service we could continue after they withdrew the overtime penalty fee. Graciously Do they want tourists to use it or local workers? That's something for their marketing team to work on. It's a great idea but needs some refining of the system if they want the tourist business."
EddNM,"Coleraine, United Kingdom",2,12/14/2015,"Great Idea, Bad Service",There's of us hired bikes at a reasonable $9.95. The set up round the city is great and the App works very well. However watch the $101 dollar charge. They take this out of your account as Security. Unfortunately it takes up to 10 days to be put back. This meant as I hired three bikes I lost $303 dollars from the Travel Money Bank Card we had brought. By the time I get the $303 back I'll be back in the UKAlso you can only cycle for 30 mins before you have to dock the bike (though you can't take it straight back out for another 30 minutes). This really should be 45 minutes so that you can actually get somewhere before panicking about a docking station.Finally I think I would have paid $1000 dollars for the bikes just to get rid of the hordes of bike touts hard selling their own bikes and fighting and screaming at each other. Just not cricket that sort of carry on. 
Marina M,"Edmonton, Canada",3,11/27/2015,"Great Experience, horrendous overcharges","Riding on Citi Bikes in NYC on warm sunny days in November was a heavenly way to see the City. BUT BEWARE - you can only take the bikes out for 30 mins at a time, misleading, coz the charge is for a 24 hour period, and if you go over you get charged $4 for 4 mins late, then another $15 for the next 5 minutes. I GOT BACK TO A VISA CHARGE OF $233 because the bIke didn't lock back into the docking station properly. I have complained and hope they'll refund it. A LOT OF FUN BUT HORRIBLY EXPENSIVE. Citi Bike you need to change your customer info. I'm sure it's the overages that pay for the system. We're tourists we don't know your ways and this charge ruined what was otherwise a wonderful visit in a very friendly, pretty City. Citi Bike, do the right things."
rossk324,,3,11/27/2015,"Handy, but only half hour slots!","The Citi bikes are really handy for getting about Manhattan. Easy enough to use, but you only have half an hour before you have to re dock. When you do re dock you have to re enter your details and obtain another code, which is annoying. The bikes themselves have 3 gears and are well maintained. "
JessicaJNZ,"London, United Kingdom",3,11/17/2015,Midtown aplenty,"Keen for a day-out riding a bike through Central Park? Citi Bike has plentiful locations around midtown, and within 2 minutes walk of the lower corners of Central Park. One request though: Citi Bike please add locations around the north end of Central Park. Central Park is so vast that it would be nice if you could hire a bike to ride from north to south, but alas you can only hire them south side at present."
Dino328,"Dublin, Ireland",4,10/27/2015,Fair play....,"While visiting NYC recently we took out a couple of Citi Bikes to head over to Brooklyn. The cost was $20 for two bikes for 24 hours, great value and once you do not go over the 20 minutes per journey you will not be charged any more than the $10 per bike rental.When I arrived home I realised I was charged an additional $160 on my credit card. I contacted Citi Bike and it seemed we did not return one of the bikes securely to the docking station and it was still classed as out on rental. Even though this was technically our fault Citi Bike kindly refunded the additional charge in full.One thing I found while having the bike on hire was trying to locate the docking stations as they seemed to be down side streets..?? So I had an idea which may or may not work. How about having a single blue line on the road coming from the docking stations onto the main street's which would help guide Citi Bike users to the stations..??"
Ruth H,"Randalstown, United Kingdom",3,10/25/2015,Citibike use in Manhatten,"this was our first time using any kind of citi bike service so a word of warning for all newbies - take care to read all the information and note the 30 minute limit! we weren't so careful and got caught out the first day but entirely our own fault so no complaints about that! The whole concept of the bikes is great and the startions are plentiful in the areas we were using them though unfortunatly in the evening time the bikes at the stations just disappeared - during the day wasnt an issue but by 5pm there was a serious lack of bikes in all of the stations around the touristy areas of times square/broadway.I would definitely recommend downloading the free app, that way you can see where there are available bikes closest to you rather than treking from one station to another.Docking and undocking the bikes should be simple and certainly inputting the machines little printout code to unlock the bike works very well, i found the locking a little more tricky, on several occasions i would dock the bike get the orange waiting light then back to red again. eventually my husband took over the docking duty and with the use of sheer brute force managed to dock bikes on first go.Getting the green light is however no guarantee that the bikes are registered back on the system, On one occasion we docked both bikes and half an hour later when we returned to get two bikes again we were refused a code because we apparently still had two bikes out. Calling the number on screen was no help either because the lady in customer services was unable to do anything to help. we were promised a call back within half an hour by her supervisor who apparently would be able to take the bikes off our account but that never came. For all intents and purposes leaving us stranded in Chelsea a few miles from home. We used another card and opened another account but now have to go though the process of fighting fees and getting a refund and having not started that yet I don't know how successful that will be! Overall i think a great service and the reason for the average rating is the shocking customer service which by any standards should be so much better. Also if you are comparing prices to london ($9.95 per 24hrs vs £2) it does look expensive."
Jesper P,"Holstebro, Denmark",1,10/20/2015,Worst customer service ever!,"Last week my buddy and i purchased a 24 hour pass. It was a great experience for arround one hour. Then my friend docked his bike at the station in the Finiancial District and it was locked immovably. But when he tried to rent a new one the system claimed that the bike unlocked and unregistered. The rules says that if you do not dock your bike every 30 minute you'll get charged. And if you lose a bike or destroy it during the rental you'll have to pay 1200 dollars! Basically that seemes fair enough but it means that you're not able to move on as long as the system doesn't approve your bike as locked.So we called the customer service, and they gave us some techniques to get the bike out of the dock but it was docked rock-solid. We tried for 30 minutes while speaking with them on the phone but they could not help us. Neither us or any other customer were able to get the bike out of the dock. If so it would have been no problem to try another dock and move on. But we were stranded.In the end we had to give up but we took some pictures of the docked bike and send the evidence to Citi Bikes . We also informed them about the bike number and the dock number. In spite of that they wouldn't agree to stop our tour. They told us that we just had to wait until a mechaninc would stop by and fix the problem. But they could not tell us when. Thanks for nothing!That meant that we had to stop biking and we did not know how they would charge us. The same evening my buddy called the custumer service again. At that point they told him that the bike still was not registered as locked, but they assured him that they would not charge him for at lost bike. But.....This morning Citi Bike withdrew 1200 dollars from his account! Now we have to fight with insurance companies, banks and a foreign company (we are danes) to get his money back. All because of a miserable customer service. I'm deeply schoked and i have never encoundtered such horrible management in my whole life. I would recommend everyone to avoid Citi Bike i New York City.The biking experience is great though but choose a decent and serviceminded company. Stay away from Citi Bike."
gregs81,United Kingdom,5,10/16/2015,Great way to get around NYC,"Had a great time seeing the city on bikes... I'm not a big fan of getting cabs and getting to and from where wanted to go would take to long walking...We were all over Manhattan and in Brooklyn and had no problems finding places to park the bikes. We should've read up on the cycle lanes though cos they really make a difference. My wife wasn't so keen on busy streets. Also the bikes are very sturdy and one size fits all... I'm 6'7 and usually struggle on normal sized bikes but the extendable seat and the long fame suited me to a t...It's a great way to get around - good exercise, fresh air and what away to burn of the brunch calories.Cheers. "
beths794,"Brockton, Massachusetts",5,09/30/2015,Excellent way to get around NYC!,"I was with my 2 teen-agers & this was the PERFECT way to get around NYC for a very reasonable price! I was definitely ""nervous"" but once I got past that, I was so glad I let the kids talk me into this! Just be sure not to keep the bikes out for longer than 1/2 hour at a time which may not seem very long but you can get anywhere by bike in NYC in less than a 1/2 hour. There's an app that works well when looking for locations to pick up or drop off at!"
ILoveFoodComa,"Burbank, California",2,09/18/2015,Confusing to use,I have seen this kind of bike rental in Europe all the time. Seeing in NY city.... bright blue color bikes.... get my attention right away!I try to look at the rental machine.... VERY COMPLICATED & CONFUSING!!! So not user friendly...... It is a great idea to commute in the city by bikes but seeing so many bikes parking there... make me wonder maybe the price or the operation is not so efficient that is why people don't utilize it.
erininwanderland,Ottawa,4,09/14/2015,"So easy, glad I pushed through my fear of biking in NYC!","I was really nervous about the idea of renting bikes and touring around NYC. Traffic is unreal and the drivers (and cabs!) are crazy. But, I pushed through and did it anyway and I'm SO GLAD that I did!The bike rental was so easy and there were so many locations to drop the bike off at. A few of the downsides -- it was hard to load the app on my phone, the download was HUGE and since I was traveling outside of Canada, I didn't want to waste my data. The rental time also felt a bit short for what you were paying.All in all, I'd definitely do it again -- it was a great way to tour around the city."
Charles F,"Chicago, Illinois",1,09/12/2015,Terribly unresponsive customer service,"I purchased 4 week-long passes when visiting NYC. I had no problems with it the first day, but on the second, the system claimed we didn't properly dock one of the bikes and rescinded use of one of our passes. We had followed all instructions for docking but the customer service representatives could offer us no recourse until they ""recovered"" the bike which underhandedly shifts liability to the customer.When I finally spoke to a supervisor, she promised a full refund which I did not receive. When I contacted customer service four days later, I received no response. It has been seven days since I last contacted Citi Bike's customer service and still no response.I have used bike rental systems in multiple cities and they all have similar flaws but I have never encountered such uninterested customer service."
Paul D,,1,09/09/2015,RIP OFF!,"Please be warned. These bikes are available throughout Manhattan as well as other places. My wife and I innocently rented 2 bikes from the Central Park stop. It was fairly clear $10 for 24 hours rental. Ha, but wait a minute: that only allows you to take the bikes for 30 minutes at any given time. Even 1 minute over and they'll deduct another $4 from your card. Better still if you allow the second 30 minutes to elapse, they'll take another $9 from your card! My wife and I missed the first 30 minute deadline by 2 minutes, making our quick ride around Central Park $28 + tax. Furthermore, we checked our debit card and we saw a hold from NYC Bike Share, aka Citi Bike of $202!! We called them and they said they always do that and it would take 10 days to be returned. Please be warned and use one of the other bike rental companies where you can rent clearly by the hour or day etc. Furthermore, riding anywhere other than central park you're taking your life into your own hands. Impossible to ride anywhere."
Gloria S,"Palmdale, United States",3,09/03/2015,Central Park rental,"Great idea... biked central park (08.31.15) and loved doing it on a bike! I failed to read the fine print (my bad) so be advised of the below! I am ok with the transaction as long as I get my deposit back with no additional charges!!What you need to know... - They charge you $101 per bike as a deposit.- If you buy the 24 hour pass for $9.95 that it does not mean you can ride for 24 hours, it means you have access to the bike for 24 hours but you have to dock every 30 minutes or you are charged overtime fees ($4 additional for 30-60 minutes over, $9 for 60-90 minutes over, and $12 for every additional 30 minutes after).- If you are docking every 30 minutes, you will have to use your credit card again (on 24 hours access) to get a new ticket for the next 30 minute bike rental.- Download the app prior to renting so that you can find docking stations. Some docking stations may be full so use the app to find the closest docking station with available spots.- There are no kickstands! Feel this is important in the event you want to stop and take pictures. My biked slipped out of my grip and landed on my leg and gave me a huge nasty bruise =o)- Make sure when you dock that the bike is locked in and the green light turns on indicating bike is locked in. I have read people being charged for faulty sensors which did not receive the bikes but I am sure that may be a rare case.I was basically charged $27.00 for maybe one and a half hours. I guess that isn't too bad... beats having to walk through the park!"
Aus_Harry,"Wollongong, Australia",5,09/01/2015,Great way to get around NYC,"We caught cabs, We walked the streets, we caught the subway, and then we rode Citi Bikes ! What a great way to explore the city. The fastest way to get around and the car and taxi drivers are very courteous. The ride over Brooklyn bridge was fantastic. Highly recommended. "
Braveheart14,"Hamilton, New Zealand",5,08/25/2015,Getting roung New York,Didn't know about this great system before we got there but quickly onto it and used it everyday. Once you get the hang of it very convenient and easy to use.
411markuss,,5,08/19/2015,Perfect way of getting around in NYC ,"What a great way of getting around in NYC. The system works very well and is cheap. You need to get used to the fact that you only have 30 free minutes per ride included in the daily rent of 10 dollars, but actually that makes lots of sense. These bikes are a means for transportation. But you have so many bike stations south of Central Park (for visiting Central Park by bike you will need to hold on longer to the bikes and pay a little extra), that you can pick a new bike whereever you want. I do recommend to download the app, which tells you which stations have bikes and free bike parking available and the latter can sometimes be a problem. But if you end up a full station, the system will give you additional free 15 minutes to find an empty one. Also get yourself a map that shows the bike paths, particularly the ""green"" ones that are separate bike lanes, which are safe. The nicest and very convenient one to get from North to South is along the Hudson River. Bottom line: forget the metro, get on the bike!"
775katek,"Farmington, New York",4,07/19/2015,Nice Alternative to Walking for Tourists if You're On the Greenway,"After riding the Circle Line, we wanted to check out Chelsea Piers, and then get to Battery Park. It was Saturday morning, the walk was going to take an hour, and we spotted the Citi Bikes. After some debate, we picked up 3 bikes across the street from the Piers and rolled down the Greenway - a dedicated biking and running path along the harbor. The ride was lovely. The bike path is convenient, has it's own traffic controls, and runs along an area that has been BEAUTIFULLY developed. It was a great experience and offered up some incredible views of the city and the Freedom Tower. I would suggest this option to anyone visiting the city. With the following notes...- You need to be a confident rider. Even in the dedicated bike path it can be tricky.- Keep your eyes peeled at every crosswalk. Most people aren't paying an ounce of attention.- Ride the city streets at your own risk! Drivers aren't that concerned with cyclists - I almost got the cab door treatment. My only knock on Citi Bike is the location of the bike racks. They can be tricky to find, they didn't appear on Google Maps, which is the key to my survival, and the map on their website isn't very detailed and doesn't locate you via GPS."
Jay-Gladstone,"Miami, Florida",4,07/19/2015,Very Fun Experience,"Renting a Citi Bike can be a very fun activity, as you can easily ride and explore through the city. You can park in any Citi Bike location and simply move around the city. Riding through Central Park was a great experience that would personally recommend."
E128XQalexc,"Midland, Michigan",5,07/17/2015,Fun through central park,"We rented these bikes and followed the road through the park. 
The bike rental staff were friendly and helpful. The bikes were in good condition. We will be doing this again when we visit NY."
sdcyclist,"San Diego, California",5,07/13/2015,"Rent one, it is fun","Biking around NYC is a little scary if you are timid. But being able to hop from one bike station to another is fun and seeing NYC by bike is amazing. Make sure you switch bikes within the 30 minute window or you will get charged $5. And if you go through Central Park, know that there are not stations in that area. "
Denrejsendedansker,"South Elgin, Illinois",2,07/13/2015,Citi Bike turned Very Expensive,"Citi Bike New York bike rental is a Manhattan wide burb side bike rental company that make it easy to pick up a bike on the spot. It's curbside pay machine makes you believe that if you buy a 24 hour pass that you can rent the bike for 24 hours a one flat rate. What is not crustal clear is that you must re-check the bike in to a curbside rack every 30 minutes. If you don't catch this very important information, the company will charge you a late fee every 30 minutes. My experience was for a rental on July 10th for two hours and forty-five minutes. What I understood to be a flat charge of $10 for a 24 hours rental became a $10 24 hour’s ticket fee plus a $ 53.37 charge for 30 minutes late charges. Citi Bike has a very poor business announcement of how Citi Bike rental charge for their bike rentals. Needless to say, I am highly disappointed of what I thought would be a good experience of viewing New York became a very expensive and frustrating event.I strongly recommend anyone planning of renting bikes from Citi Bike to spend a good amount of time understanding the rental terms.Also, Citi Bike must change their on screen billing information making it crystal clear of their charging terms and conditions."
James C,"San Francisco, California",5,05/31/2015,Best way to get around Manhattan,"Although they have yet to expand north of 59th street, Citi bikes is an awesome way to navigate Manhattan. 24 hour rental, use bikes for up to 30 minutes for free as many times as you like, surcharges for rides over 30 minutes. You can download an app for your phone that helps tell you where the docking stations are and how many bikes are available at each and how many empty docks there are to turn your bike in. If you get to a full dock you can press a button saying it was full and they let you have more time with no charge to find an empty dock. Believe me its not hard to find the stations they are every where and along the streets and avenues that have dedicated and separated bike lanes. This beats fighting for a taxi or climbing down down down and up up up out of the subways. Love this addition to New York"
JustusvanHoegee,"Delfgauw, The Netherlands",3,05/23/2015,"Nice concept, bikes are rare in some areas ",Rented a couple of bikes in Manhattan. Not easy if you are not early. In areas such as East Village it is easier but not great. Bikes itself are ok. Biking in NYC is not easy if you aren't used to biking in a city.
patob-in-ct,"Cape Town, South Africa",2,04/28/2015,Pity.... great idea ,We have done this in other cities and it has worked perfectly but the docking stations don't work properly. .... at a 30 bike station 7 don't work and you have to ride around looking for another station. We tried 4 that all had many docks not able to receive the bikes...... or being able to take 1 and them riding around looking for another ...... Not ideal for tourists as it wastes time and agrivates one!Pity.....
