,review_ratings,review_date,review_text
312,5.0,7/2/2013,Love it!  I use it to get around from Mid-town east to my office at Penn Station and to Hell's Kitchen.  This is so much faster than walking or taking the subway for short trips (especially cross town).  Plus it saves a ton of money.  First you have to get a yearly pass.  That's it.  Don't mess with the kiosk.I have had nothing but great success with the Citibike.  Every once and a while I may have to walk a few extra blocks to find a bike but that's going to happen during rush hours.  If a station is dead there is usually a working one close.  I don't understand all the negative complaints as I have had no really bad experience and I have ridden it every day for the last month.  with about 40 trips under my belt.
313,1.0,8/11/2014,"First off: If you have had any issues with Citibike, please file a complaint with BBB, or call 311.bbb.orgThey are one of the most dishonest service I have used.  I signed up for as an annual member for one year, what a mistake :)If you are a tourist, rent a bike at a bike shop instead.  It's cheaper, more reliable, and you won't go back home finding out they put extra charges on your card.Disadvantages:1) They are dishonest and will charge you wrongfully if the system doesn't recognize you returned the bike. They will not refund your money.2) At times it can be hard to find an available bike/station to return bikes within walking distance.3) Risky to use the service if you are in a hurry.4) you can't trust the App when it tell you there are stations to rerun the bike or bike available for pickup5) Bike are starting to get rundown and at times the only free bike you find has an issue, which is why it's still there.6) It's too expensive for what you get.Advantages:1) If it didn't have to above issues, it would be a fantastic way to get around town weather permitting.Issues I have had:1) No bike at stations within walking distance.2) No station to return bikes within walking distance.3) Faulty App almost always tells you there are bike available when they are none.  Or there are a few but have a red light indicating they can't be taken out.4) Faulty App often tells you there are stations to return bike, but either there aren't any or they are not working.Note: I even check app after a few minutes of standing there and called there customer service and their system also showed bike/stations available.  But there weren't any.5) On many occasions I would return a bike and when I went to take a new bike out, the light would turn red an it wouldn't release a bike.  I would have to call the customer service and at times it would give up after 20min of waiting.  But they always fixed the problem right away if you waited enough time.6) To my dismay they were charging my credit card every now and then. $2 here $9 there and the amounts being so small I didn't notice them at first.  But when I called them they refused to refund me.  Saying it was my responsibility to properly lock the bike and that it's on the policy I signed up when I took the bike.  But I always made sure I got a green light after returning the bike and if I didn't I would always call them and wait till they pickup the phone and released the bike.It's worth saying again.  If you have issues with them, please file a complaint with BBB, or call 311.  bbb.comWe can't let bad businesses like this to thrive while much better, more honest business go out of service.  I love the fact that more people are biking around the city, but I hate to see them getting ripped off by dishonest people.  We deserver better than this and let's let the world know."
314,5.0,8/15/2016,"Love it. Perfect Enjoyed my first Citibike experience. Picked up a bike for the unlimited 30-minute rides for one day at 106th CPW. Docked it at 102nd CPW to renew another 30 minutes when I spent time talking to friends instead of starting to ride. At 59th St end of the park, I walked the bike to Dock and unload again at 61st and Broadway, just 1 block from CPW at that end of the park. Headed back north for to finish the CPWbike path. Then docked the bike for the final time at 102nd. You need to wait 2 minutes before you can take / undock the bike by placing your credit card back in the machine for a new code. That was fine for me because I welcomed the break. I will probably take an annual membership instead of buying a bike because of ease of use and not having to worry about where I lock my own bike during stops such as showing apartments in my job as a real estate agent or stopping at a restaurant. All worked great! Love it. Perfect."
315,1.0,6/20/2014,"I love the CitiBike concept, but after some horrible word-of-mouth and my own bad customer service experience today, I won't be using their service.I live in NYC and have been thinking about getting the annual membership for a while. I finally decided I'd take the plunge today, only to find out that if I buy the membership today, I won't be able to use it for over a week until a key comes in the mail. I called customer service asking if I could get a temporary code in the meantime, and I was told no, I could not. They offered me no workaround, and that was after waiting on hold for 10 minutes.To me, if a business can't even get the payment options right, there are probably going to be a lot of other problems down the road as well. It seems obvious that people want instant gratification--that when they buy something, they'll want to start using it right away. This is especially frustrating, as there is a very simple solution. Why not just offer new annual members a temporary code, much like the codes people who buy the 7-day pass use?CitiBike, get your act together."
316,1.0,7/11/2014,"Never again. I called Citi Bike and they told me my deposit was released from 2 weeks ago....when I called to check on it for the second time, they told me to speak to my bank to release it. I called my bank and they said they have no record of Citi Bike holding the money so basically my $110 is floating in space until further notice"
317,1.0,9/12/2015,"I purchased 4 week-long passes when visiting NYC.  I had no problems with it the first day, but on the second, the system claimed we didn't properly dock one of the bikes and rescinded use of one of our passes.  We had followed all instructions for docking but the customer service representatives could offer us no recourse until they ""recovered"" the bike which underhandedly shifts liability to the customer.When I finally spoke to a supervisor, she promised a full refund which I did not receive.  When I contacted customer service four days later, I received no response.  It has been seven days since I last contacted Citi Bike's customer service and still no response.I have used bike rental systems in multiple cities and they all have similar flaws but I have never encountered such uninterested customer service."
318,1.0,7/19/2014,"The concept of Citibike is better than what you actually get. The bikes are crappy and the computer system doesn't always work. One time, I went to FOUR different docking stations only to find out that every one was broken. I spent more time on the phone with customer service than on a bike.Unless you're a tourist, just buy a bike."
319,1.0,3/31/2016,"i have no idea how this awful system stays in operation - the bikes are either completely gone or the stations where you go to return them are full - which means you have to drive around and around and around to other stations hoping to find a place to dock it - or get charged a hefty fee.i don't understand why they don't have trucks relocating the bikes around town - oh, they say they do, but the only place I ever see them at is near penn station - and why?  Penn Station has numerous transportaton options.   The east village is the worst!!  Bikes are gone by 8:45 am and empty all day until 6 pm - and then the rack are 100%full with the returning white kids from their fancy jobs.  What this means is noone can use a bike during the day or at night - since if you take a bike out, chances are when you return there will be no open docks.  Why isn't this problem fixed?"
320,1.0,6/20/2016,"Rip off!!!!! OK, I admit that I didn't read the fine print, but charging people an overtime charge for not docking your bike every 30 minutes is just wrong. I rented 4 bikes and we had a blast riding through NYC but to then get stiffed with a $74 overage charge.....I'll find another source the next time I want to rent a bike. Citi is out!!!"
321,1.0,8/2/2016,"Scammers.... Honestly rented a citibike for like 20 minutes, returned it and they charged me about 100 dollars.  Customer service was service was non-existant and the people wouldn't transfer me to someone in charge.  All they would day is that someone would cal in 3 business days.  It's been a week and still no call.  Writing it off as experience to never use CitiBike again."
322,3.0,7/20/2014,"Easy to find, simple to navigate...the docking station was self explanatory....we jumped on our bikes and enjoyed riding all over Manhattan. No problems at all...would do it again!"
323,2.0,9/1/2013,"Having used similar systems in other cities, we found the largest disadvantage was the 30-minute limit! We were staying in tribeca and wanted to ride across the Brooklyn bridge - which would have had us stopping twice. However, due to the fact there are stoplights, excessive pedestrian traffic, etc, there's no way we would have made our 2nd 30-minute stop....and we didn't.Also, the fact you need a new code each time you check in, even if you purchased a 24-hour pass, is definitely an inconvenience. We were next to a few European travelers, and they were incredibly confused:( GREAT CONCEPT - so glad it's in the city and is available, just has a few kinks to work out!"
324,4.0,7/31/2016,A great way to stay fit. Some of the bikes are less than great but when you think of the wear and tear it's expected. And the cost is fantastic if you do an annual. Learning and sharing secrets with other Citi bikers is helpful: the bikes with plastic wheel covers and Mets stickers are newer and lighter. Some of the old bikes are like riding tanks. Super heavy.
325,1.0,5/20/2014,"I am generally very patient but I am FURIOUS with my citi bike experience. I applied for Annual membership waited for 3 weeks key didn't arrive, I emailed them to ask what is happening they said the key got lost we will send you A new one.  Another 3 weeks past no key. Now I am emailing them they are not even replying, what kind of service is that?!Complete disappointment !"
326,1.0,6/12/2016,"The concept is great, but it is a terrible design and a complete rip off!!  In order not to be charged constantly for your time, you have to check in at a bike station every 30 minutes!  You spend your entire time looking for the next bike station rather than enjoying your ride and the sites.  We missed most of the sites in Central Park because we had to find the next bike station to check in so we would not be charged for every additional 15 minutes!!  And when the check in place is full, as the one we rode to near Central Park, you have to find another check in point!!  Plus you can never let your bike out of your site because thee are no locks with them.  There are lots of places to rent bikes for the day and they come with bike locks so DO NOT CHOOSE CITI BIKE!!"
327,1.0,6/7/2016,Check your bank statement!  That's exactly what they expect you to do...not look at it.  I just got hit for $200!
328,1.0,11/3/2015,"Bike sharing in a city--what a great idea. In reality, what a kafkaesque nightmare. I'd heard that the new CEO, Jay Walder, had resolved many of the issues I'd heard people complain about, and was going to improve the service. What a failure. I used the service twice. As it stands right now I've paid $350 for two 40 minute bike rides. Wow, not even Uber peak pricing is that awful.I returned my last bike to a dock on a friday. Monday morning I received an email stating my account had been charged $1200 for a lost/stolen bike (accept the actual amount was over $1300). I call the rep who informs me that since I didn't notify them the bike was lost/stolen they made the charge. They claim they tried to call me (but no email).  OK well let's reverse it because the bike was returned I request. They claim they didn't have it in the system. Then I talk to the supervisor. I ask how to resolve this since it's the first I'm hearing of it. She explains I needed to call within 24 hours of loosing the bike. Well, I put the bike back into a dock, why would I call when the bike wasn't lost or stolen. She informs me there's nothing she can do. I ask if I should call the police and make a report to see who stole the bike and see if security tapes can be obtained.  She asks me what the error code was that I saw when I returned the bike 3 days ago. Um, I didn't realize I needed to look. Well, she can see that there was an error when I tried to return it. Great I think, so the bike is in the system. No she says there was an error, therefor the bike wasn't returned and the she informs me I may do whatever I like and hangs up. I call back, this time I get another person, somewhat more helpful. She looks into again and can't find the bike in the system but she can see that the dock was not used again. Maybe the bike the bike is still there. Can I go check and call them back. Yes, I can.I go to the bike rack and lo and behold the bike is there exactly where it was 3 days ago. Still locked in the dock. I call the rep. She asks me to push the bike in hard. I do. She says did you just put it in. No the bike has been here since the first 'error reading' on friday, less than an hour after I took it out. She says well, sometimes when you return the bikes if you push them in too hard it causes the error. But that's exactly what she asked me to do. Anyway, she says the bike is in the system, sorry for the inconvenience you will not be charged.I get home, and there's an email saying it will be 3-5 days before they release the $1300 but in the meantime they are charging $171 in additional late fees. WTF.I email. I call back. Finally, later in the evening I get a truly polite and professional individual. They take the time to look into the matter and again, check with a supervisor. And again, I'm told they will reverse all the charges. Great. I go to bed thinking the matter resolved. Today, I get another email stating they will be charging late fees and there's nothing they can do. I need to speak with another supervisor. So nearly $1500 of fees they may or may not return in the next 3-5 business days for a bike that was returned in less than an hour. The was the most expensive bike rental ever. Never again. I've learned my lesson. Tell your friends, tell your family but don't tell your enemies. Tell them to use citibike...it's the best revenge."
329,1.0,6/2/2016,Citibike has a rule that even if you rent the bike for a day you have to dock the bike every 30 minutes! This turns out to be very difficult especially for tourists who usually aren't even aware of the rule. They are back in their own country before they see a huge extra fee for not searching for a docking station every 30 minutes. It happened to my friends. Why such inflexibility? I guess citibike make a lot of money that way. Welcome to New York!
330,1.0,5/16/2014,Never ever ride more than 30 minutes!!!!!!!!!!!!!!!!!!!Ridiculous High Payment for Overtime cost me 77 dollars.  if you exceed 50 seconds after 90 overtime you will pay 12 dollars for that just 50 seconds. I regret that I used the CItibike. It is like half price of buying a regular bike!!!!!!Better Buy Your Own Bike!!!!!
331,1.0,8/26/2015,"Dont even bother renting from this fraudulent company!!! This is a scam!!. Ended up paying $150 for 2 hours on three bikes. It would have cost me around $50 (if that much) on a particular renter business. The way they have set up the instructions and rates at paying stand is very confusing (on purpose) to scam you. PS: dont forget the $300 hold they put on your card for 8 days that is not even mentioned in the very confusing instructions. Yes, they are playing with your money too!!.. First time last time unhappy customer. Thank for nothing!!. Screw you citi bikes.. screw you!!"
332,1.0,11/8/2015,Thieves! I happened to check my bank account and I see a charge of $171 for 10/30 and a charge of $10.83 for 10/29. The bike was used for less than 15 min! When I called customer service they say according to their system the bike was used for over a day. The bike was properly docked! but I suppose their systems don't work. What a shitty service! I will wait for my refund...and I will never use this again! it's better to get your own bike or rent at a store. Nightmare!
333,5.0,10/11/2014,WHEEEEEEEEEE!  8th Avenue & 17th to Lexington Avenue & 23rd!  The best way to get from too to fro!
334,2.0,12/15/2014,"Spent weekend in NYC and loved the idea of exploring on the bikes. Girlfriend and I bought 2 day passes. The weather was cold so I think the idea of renting bikes wasn't overly popular so there was never an issue with available bikes. Bikes seemed to be generally in good working order. The problem came with the aspect of getting codes and unlocking the bikes. We routinely could not get one or both codes to work which then required waiting 2 minutes and then retrying. We also encountered a broken kiosk screen after locking up bikes which prevented unlocking a new set of bikes, requiring us to walk to the nearest station. After couple hours we were totally aggravated by the system failures and Citi Bike refunded our money. We have rented bikes in DC and always had great experiences with Capital Bikeshare. Hopefully the Citi Bike system problems can be worked out and the system will improve. The customer service dept was always prompt to answer and courteous but they didn't have the ability to issue codes over the phone when kiosk generated codes failed or kiosks were broken so their support is limited. Bottom line, it's a fun way to tour NY and the price is right but the system isn't reliable at this time."
335,3.0,10/17/2014,"UPDATE: After purchasing the annual membership, my experience improved greatly (for daily and weekly, look at my original review below). I have it a three because some weeks it's a 5 - no issues, jump on and go, life is good. Other weeks it's the same old story, no bikes a) are there, b) unlock, or c) are in working condition. Overall, it needs some serious investment, but when it works (45-65% of the time), it's great. ___________________________________From my short 4-day research, it seems specially designed only to work for true NYers (meaning those with an annual membership). So I signed up for annual membership, but while waiting for my key to arrive (any day now?) I did the weekly pass. Then my daily nightmare began. In my journey from Grand Central to 10th Ave (which should take 10-15 minute ride) it inevitably takes more like 25: 10-15 min of actual riding after 10 minutes of attempting to unlock the bike on either side by putting the code in, seeing red, trying it 3 more bikes, getting a new code after waiting the requisite 2 minutes, trying the next code and repeat until it eventually works. Or I give up and walk to the next station - eating up more time. Why is this better than a taxi again? I guess it depends on how much your time is worth. It's not that I don't like the concept or want the program to succeed - I absolutely rely on it to get to an area the subway doesn't go, but in the first week I've had some issue every day. Sometimes both ways, but mostly GCT. It seems like those with an annual membership don't have any problems, so I'm hoping when the key arrives I can come back and add a few stars (unfailing optimism or delusion?) Until then - I hate it. It's one of the outer levels of hell. With a blue bike."
336,3.0,9/17/2014,Where is the love for Queens? I have a year membership but I'm unable to get home and have to take the subway. Why are you trying to impede my fitness goals Citi? I'm trying to be a good civilian and not play a part in polluting the environment. Your seats also are not very conducive to me being comfortable for long periods of riding which is why you have a limit on how long you can ride. You sneaky sneak Citi. I apologize in advance if I try to doing hops and other tricks with your bikes as I try to relive my bmx youth.
337,5.0,1/12/2015,"Friends from Germany introduced me to New York's Citi Bike program. Even with flaws (occasional empty docks, cracked wet ""saddles"") this is the best thing to happen to New York City in a long time.  It's given me a new perspective of the city and helped get me get in to better shape.  I never have to worry about bike repairs, theft, and there are lots of docks where I usually like to go.  I've heard it's growing and all I can say is keep going.  Also, work with the city on more and better bike trails...  Otherwise 5 Stars!!  Update: WOW Citibikes keeps getting better. I never thought I'd ride a bike around this crazy city. Citibikes!! please keep growing and improving!"
338,1.0,7/22/2014,"Watch Your Wallet - These Guys are Sharks!Make sure to check your credit card statement DAILY. Day one went pretty well with only a few stations that had problems offering up bikes against provided codes. But day two in lower Manhattan (Wall Str) was an ABSOLUTE DISASTER!First - it took 3-4 codes at each station to get a bike - which cut into riding time as there were three of us. Then we ended up at two stations that would not give up bikes regardless of the number of codes generated.Customer service advised us at the first station that would not provide a working code, that it was probably low batteries at that station and to walk to the next closest station (which was a pretty good distance away and in the wrong direction). After getting there - that station would also not give up a working code. Customer service was customer NO service and was not helpful.Woke up this morning to find my debit card charged for $303.00 rather than the $9.95 contracted. Obviously due to the stations not registering the bikes.Now I am in a dispute with them and my bank that will take WEEKS to repair.While I applaud the city of New York to be so forward thinking and evironmentally conscious by deploying this bike system, the company mis-managing this i program is an absolute disaster. DO NOT USE THIS SERVICE AT RISK OF GETTING STRANDED without a bike. And then charges on your card resulting due to a break down in their system"
339,1.0,8/18/2013,"This program is an absolute rip-off, and I refuse to ever spend grant them access to my hard-earned money again. As if the $101 weren't onerous enough, they charge exorbitant overage fees for having the bike out for more than 30 minutes... Something which is not especially clear based on the signage at the Kiosk. Rent at your own risk..."
340,4.0,7/24/2013,"I LOVE Citibike! I had soooo much fun Citibiking all over the city for 2 days this weekend. We rode for about 6 hours the first day and then about 4 hours the next. We took our Citibikes from the East Village over to the West Village, then over to the West Side Highway. We rode all the way up to about 46th Street and then took them back down to Battery Park. The bike lane on the west side is really so nice and it was so much fun because you can go fast without worrying about any cars or having to stop.  I have to say, I was super hesitant about this whole concept at first and was definitely nervous to take the bike out onto busy avenues with lots of cars and no bike lane. But after a days worth of riding, you get used to it and become more daring, the same way you would walk as a pedestrian. The bikes themselves are great.  If you put a bag in the front, it makes your bike feel top heavy and weird, so I would advise riding with as little things as possible. We figured out a way to strap in our bottles of water in the front. The bike has these two elastic bands that you can strap in your stuff to the front. Oh and if you feel like your bike may be broken, (which happened to me with the first one I took out), all you have to do is lock the bike back in and wait 2 minutes to get another code in order to take out another bike. You also should press the repair button on the dock where you locked in the broken bike. One thing that really was annoying and kind of unacceptable considering this is brand new and it's Citibank - is that the touch screens and machines at many of the stations are not working properly. Several times my code wouldn't work and I would have to wait another 2 minutes in order to request a new code. Several times the machines were broken, where it didn't allow you to request a new code with your credit card. I had a 24 hour pass, so I unfortunately had to keep inserting my credit card into the machines in order to get a new code to unlock the bike. If you have an annual pass, all you do is use your key to unlock a bike at the actual dock where the bike is and you don't have to deal with the codes. Oh and sometimes the app will show you that a station has a certain amount of bikes available, but when you get there, all of them are broken. So you have to then find the next station and hope there are available bikes. I learned that if the app is showing there are any less than 5 bikes available, that your chances of finding a bike you actually can take out is low.  However, I do see the van going around the city re-distributing the bikes so hopefully they are working out these quirks. I loved it so much that I ordered the annual key and will be anxiously waiting for it in the mail!"
341,1.0,6/28/2013,"As a motorist it boggles my mind that nobody foresaw the fact that there are now legions of non-helmeted amateur bikers zipping and swerving through New York traffic. You can't get a big soda pop, but you can be sent to your death on a blue bike with no helmet attached. Yikes."
342,2.0,6/28/2013,"2014: Upgrading them to 2 stars. I do use the bikes regularly.The idea might be beautiful but their whole system is completely flawed to the point where it beats the original purpose: convenience. It seems citibike has really striven to become less convenient than the existing transit systems such as subways and buses.Why? As everyone who's tried the bike share for a few days knows:* You can be waiting over 2 weeks EASILY before receiving keys for an annual membership. You think you can stop paying the unlimited metro card but then end up spending way more to cover all the weeks these jerks take to mail freaking keys.* The machines are CRAP. The software is slow and glitchy as hell, like 4-graders made it. The card readers are specially prone to malfunctioning -making the system specially sucky for people with temporary passes. NO RELIABILITY. I'd say more than half the times I've tried to use one they either weren't there or didn't work at all - not even showing an error message. CRAP (Like every Citi bank system, BTW)* 0 RELIABILITY, something will go wrong 50% or more of the time. The system will be down, the machine will be off, the reader is bad, the bike is broken and you can't tell until you get it (and then need to wait 2 minutes to try again)... the list goes on and on. It's almost like the MTA's dream come true, a conspiracy to prove bike shares don't work. Bottom line YOU CAN'T RELY ON THIS CRAPPY SYSTEM because it sucks, like Citi bank (again, BTW)* Entire stations dissapear! WTF. There's no information, and the diagrams are comlpetely unreliable. Not even the website or app have accurate information. Stations are literally removed overnight with NO WANING. Its like they're TRYING to prank us.* There's a constant uneven distribution of bikes per station (some are full and don't accept more or their docks are simply malfunctioning, and some are completely empty).Bikeshares rock, CITIBIKE not so much..."
343,1.0,3/8/2016,"Was not clear that even though you rented the bike for 24 hours, you need to re dock it every thirty minutes or you are charged additional fees. It would be better if they just charged you in increments of 30 minutes. Seems like a deceitful way to charge more for the bike."
344,1.0,7/1/2013,"waste me lots of time to try to get a bike. There are usually only 1 or 2 bikes left around the place I live. And 100% of the time I couldn't unlock these bikes. I feel I only have 50% chance to successfully unlock a bike when there are lots of bikes left, and if there are only a few left, the chance is basically 0."
345,1.0,7/2/2013,"Why can't I find a simple list of Citibike locations? All I keep finding is that damn map with bubbles, which is impossible to read. I e-mailed the Citibike people weeks ago and of course no one e-mailed back. Also, what's the deal - people aren't required to wear helmets? I thought it was NY law that if on a bike - you must wear a helmet. I've seen tons of people riding these bikes in the street, going the wrong way, etc. I love the idea of a bike share program in NYC but this one has a lot of problems."
346,5.0,7/7/2014,I only used Citi bikes for three days but I was incredibly impressed.  It's an amazing alternative to the dirtiest subway in the world as well as not being able to hail a cab.  I found the bikes in working order and the stations reliable.
347,1.0,9/24/2013,"I'm a regular user and fan of the bike share system in Salt Lake City and I was excited to utililize the CitiBikes for exploring NYC over a weekend,  My wife and I purchased two 24hr passes and right from the outset there were problems.When you buy two passes at once you can receive two codes to retrieve two bikes.  On multiple occasions we could retrieve one bike but not a second.  You go from bike to bike and try a code each time.  The codes expire after five minutes so then you need to go back to the kiosk to get another code.  We called customer service and the only solution offered was to walk to another station to retry the process.  By the time you do that the time on the one bike you retrieved at the first station already has 15 minutes on it.  We tried the system again the next morning to see if things would be different the next day, but again had the same problems.After so many failed attempts at trying to retrieve bikes we felt it was taking up far too much vacation time to do the things we wanted using CitiBikes.  So we gave up and just walked or used MTA.  I called CitiBikes to request a refund but they wouldn't do it.  I plan to have VISA back me up on this one as we paid for a service that was not usable.Also be aware that there are no stations (zero) above 60th Street."
348,1.0,10/4/2015,"I would love them as I love the programs in Paris, London, Berlin and other big cities, if they weren't so blatantly ignoring the poor neighborhoods. Brookly yes - Harlem no? Telling they poor ""just buy a Metro ticket to the UPPPER East or West side? Top that with a lack of regard to protecting your data and mixing up your contact info with that of another person and focusing the current giving program on three of the richest charities? I don't think so."
349,1.0,7/9/2013,"Horrible customer service. My husband and I purchased 2 week-long bike passes. But because we bought them both on his credit card in the same transaction, it turns out that we can only use them when we're together and using his card to get an access code. Awesome. I called and spoke to a manager who simply refused to help solve the problem. In fact he told me he didn't care that we were having a problem with the system. Way to go Citibikes, we wanted to buy annual passes, but your customer service pissed us off so much that you just lost 2 annual subscriptions."
350,1.0,7/8/2015,Citibikes  NYC do not describe very well how much they charge you when you are using their bikes.  The charged me $51.00 for 2 1/2 hours.  I guess they are there for locals to go from bus to where they need to go. little quick 29 minute trips.  Plus they hold onto your $100. deposit for several days.  Not cool and I will not use this service again.   feeling overcharged citibikebank.
351,1.0,7/3/2013,"I really wanted to like this concept, but it remains a disaster. I have a long commute to the far the east side and cutting down the 15 min walk to the train each way sounded like a good idea. Gave the program a few weeks to work out the kinks and decided to try it out today. I was really ready to be patient and understanding but in one word - AWFUL. First, ridiculous pricing structure is ridiculous and seems designed not to encourage people to try it. $10.80 for the only option (24 hour pass) for what would be two rides back and forth to the office..seriously?! Why no one ride? Anyway, I realize the yearly is the only way to go and was willing to shell just out to give it a try. Second, the kiosk was horrendous to use. The screens barely respond to touch, you have to basically punch it with your finger to respond. Then it plays 20 questions with you. For crissakes this is new york, I'm in a hurry. Let me pay and be on my way. Finally I get my code. I had read how to get the bikes out so I was prepared. Unfortunately after trying 5 different bikes, none would release. I called and asked for my money back. The only positive experience was the customer service rep was nice. Sorry but never again. You've lost me, Citibike."
352,1.0,10/26/2013,"The first month or so I would have given it 5 stars. However, the past 2 months getting trying to get a bike a round Penn Station is a useless task. Only once in the past 6 weeks have I been able to get a bike in the morning. 6 bike stations in the area and EVERY single one  is empty, EVERY morning. I'm not exaggerating. I've sent multiple emails, at first just saying 'hey, just letting you know...""  and now last one just telling them I'm bagging it."
353,3.0,6/4/2013,"I'm a keen bike rider from Vancouver visiting New York--Manhattan, Lower East Side. I've been here many times and I ALWAYS get a bike as soon as I get to town. My last 3 visits I've zoomed all over the city, even in February, and I absolutely LOVE biking in New York, so I was super excited to see the Bixi bike idea here in NYC. It *is* a Canadian invention, after all. It's fine, for non-serious bike riders--like my mother or my wife. For someone who is a seasoned bike rider, though, it might fall short. I never went out of gear 3 the ""highest"" gear, i.e. the one for going the fastest--which is nearly the lowest gear on my ten speed at home. I suppose these bikes are good for grannies, but for a ""normal"" bike rider, it needs a few more gears. Bottom line: you cannot go fast on these bikes.My main criticism is that there is NO FEEDBACK about time. I checked the time when I released the bike (which takes a bit of a learning session to get it out, but OK once you learn it, it's a no-brainer). Then as I was riding I was constantly checking my smartphone to see what time it was. Then when I had about 10 minutes to spare I started to use the CitiBike iPhone app to find the nearest docking station. I found it, with minutes to spare, but was not precisely sure if I was over or if I made it under the 30 minute wire. How to tell? No idea. The bike gives no indication if you are going to be billed the $4 penalty, nor does the docking station. Do I have to wait until I get my VISA bill? That seems like an odd way to run a business. Can I go to some website to see what my charges are? There's no instructions or indication of overage charges.Nowadays, with digital technology so pervasive, how hard would it be to have a 30 minute count-down timer on the ""dashboard"" of the bike? There's plenty of room for it. This would ease ""riding anxiety"" for the renter--that's for sure. I wish the bikes had this, and there's no good reason why it's missing.To end on a positive note: the seat is amazingly comfortable. The bike is super easy to use and adjust for seat height. The gears are perfect for old people and novices. The handle grips are spongy and comfortable. The seating is upright and pleasant. The tires are huge and won't slip into the many NYC sewer grates and street cracks. Everything about this bike calls: ""Ride me! It's fun and easy and safe!"" So that is all good, and hopefully more people will ride bikes in New York.However, if you are an avid cyclist, just rent a bike at a proper bike shop, or book a hotel that has good bikes for free. Finally let me say it again: there is no better way to get around New York than on a bicycle. DO IT!"
354,1.0,8/28/2013,"Woe be to you if you think you can take the bike out for spin. I visited New York this past weekend and thought it would be fun to take a ride in Prospect Park.  I rented two bikes.  The first station wouldn't accept my card or my companion's.  There were two very frustrated riders desperately trying to unlock their bikes in the allotted five minute window, I don't know if they were able to get their bikes.  We walked over to the station on 4th and Dean and were able to get two bikes.  It was not clear to me that you needed to re-dock the bike within 30 minutes or incur a $13 dollar overtime fee.  Citi Bike says it's clear but, it isn't at all.  We had a lovely ride in the park, brought the bikes back and went on our way.  Imagine my surprise when three days later I was charged the outrageous fee and the deposit fee was still be held on my account.  What a racket is all I can say.  If you are from out of town, do yourself a favor and steer clear of this rip off.Well color me stupid.  I finally figured out the mechanics of citibike and totally misunderstood how it works. I take it al back."
355,1.0,6/23/2013,"BEWARE prospective annual members of Cititbike.  The $95 annual membership fee (plus tax) is not truly a $95 fee IF you want to be able to use a bike immediately.  There is a 10 day wait period for a key to arrive in the mail.  So if you are planning to ride today, you will need to spend another $9.95 (plus tax), making the cost of your annual membership potentially as high as an additional $99.50 or if you opt for a week long pass at $25.95 then the additional cost is only $51.90 (plus tax of course).  So in essence, there is no such thing as a $95.00 annual membership. It is a 355 day membership or, if you wish to ride immediately, it is anywhere from a $114.95 (pus tax) membership to a $145.90 (plus tax) membership.  When I called Citibike incredulous that the $103 I had just ten minutes ago forked over on my credit card did not allow me immediate access to a bike, I was told ""that's what it says on the website,"" but nowhere on the annual membership sign up page does it say you will not have access to a bike for 10 days.  It says you will not receive a key for ten days, but nowhere does it state that you must pay additional monies in order to ride a bike before ten days.  If Citibike allows one day or week long riders to have immediate access to bikes, why not annual?? Would it have been that difficult to allow the annual member to buy a membership at the kiosk and ride off immediately or a code when registering online to allow access before the key arrives??  Or does Citbike hope that more annual members will opt to spend additional money than sit at home and fume like this one is?  I do not fume quietly.  Before writing this review, when I called Citibike I asked to speak with a manager. It became clear that I was not the first angry customer.  Great news! - Citibike is just starting and already does not care about its customers.Bottomline, it is poor business sense to infuriate what could be the core base of a business - unless, of course, Citibike's operating plan involves maximizing income over benefiting city residents.  Is it too much to hope that Citibike has better plan for how it will maintain the bikes?  If not, then New York residents may be in for a rude and rusty surprise.  This program could be great for New Yorkers and for the environment, but like much of what Mayor Bloomberg has done while in office, it is likely designed to make money off the middle class at the expense of bike shops."
356,4.0,4/10/2014,"Citi Bikes are great, just don't get hit by a taxi-door!"
357,2.0,9/29/2015,"When the bikes are available, its great. However mornings around the PABT are horrible. There are never any BIKES available and we're forced to use the smelly subway. HINT CITIBIKENYC: STOCK THE STATIONS AROUND THE BUS TERMINAL!!! Other than that the system works well."
358,2.0,11/10/2014,After 6 months using the annual membership 1/ service is really bad as docks are many times not working or full of broken bikes 2/ they are increasing prices by +60% to 149$ 3/ just got charged for a ride that 'never ended' because of a dock problem; the lights never work and they just suggest you should each time get e receipt or call them to lock the bike properly.Definitely not renewing my membership next year.
359,2.0,5/26/2015,THEY SHOULD PROBABLY MAKE IT MORE CLEAR THAT THERE IS A $100 SECURITY DEPOSIT EVEN IF YOURE JUST RENTING FOR AN HOUR. Called Citibike to ask why and they were like it was on the screen you missed. K yeah it probably was but clearly it wasn't clear because I wouldn't have $110 to ride a bike over the bridge. Customer service was super rude and they can't expedite the process. Ridiculous. Never again!!
360,2.0,7/26/2013,"It's a great idea, but seems to suffer from overwhelming demand.The pros are obvious, so I'll focus on the cons:1. It's absolutely impossible to find a bike in residential areas in the morning or in commercial areas in the early evening. You might as well be looking for winged unicorns. 2. The software registers broken bikes as ""available"" because they are in the docks. This is very misleading and leads to a lot of frustrating wandering from station to station looking for a bike. 3. Software glitches leave entire stations out of service. No bikes can be checked out when this happens, regardless of how full the station might be."
